"ID","Age","Gender","ContractEndDate","DataUsage","pChurn","Risk","Churn","BaseDate"
"Cust_30",45,"m","20200111T000000.000 GMT",5948,0.184089776412162,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_31",29,"m","20200830T230000.000 GMT",4960,0.0178008179468407,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_32",67,"f","20190811T230000.000 GMT",49769,0.220819243971313,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_33",50,"f","20200714T230000.000 GMT",42942,0.0305889885135685,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_34",21,"f","20200802T230000.000 GMT",38120,0.0395196996858528,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_35",32,"m","20190715T230000.000 GMT",32672,0.335222323334169,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_36",26,"m","20200228T000000.000 GMT",27406,0.135184670385175,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_37",35,"f","20190524T230000.000 GMT",45175,0.228583109560599,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_38",38,"f","20200611T230000.000 GMT",17131,0.0586137320018065,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_39",45,"m","20200329T230000.000 GMT",39277,0.169410622111114,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_40",66,"m","20200115T000000.000 GMT",22883,0.14701350004023,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_41",53,"f","20200616T230000.000 GMT",48264,0.0509377665636748,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_42",42,"f","20190524T230000.000 GMT",11750,0.148442034494228,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_43",50,"m","20200308T000000.000 GMT",40036,0.148386692310439,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_44",36,"m","20191104T000000.000 GMT",10808,0.182441625902519,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_45",38,"m","20200816T230000.000 GMT",24774,0.0323557173967621,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_46",51,"m","20200423T230000.000 GMT",34906,0.107992658266295,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_47",60,"f","20200702T230000.000 GMT",44600,0.042759656857669,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_48",49,"f","20190729T230000.000 GMT",22564,0.145235022353273,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_49",45,"m","20200405T230000.000 GMT",27056,0.136450235653438,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_50",48,"f","20190924T230000.000 GMT",1996,0.0916039012412155,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_51",31,"f","20190415T230000.000 GMT",43762,0.217264908586341,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_52",41,"m","20201003T230000.000 GMT",44161,0.00114114452176817,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_53",17,"m","20190812T230000.000 GMT",24943,0.292741803010326,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_54",58,"f","20191209T000000.000 GMT",48152,0.178110165462841,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_55",26,"f","20190516T230000.000 GMT",29111,0.248867350931577,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_56",37,"m","20190428T230000.000 GMT",13942,0.483499924563927,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_57",38,"m","20191225T000000.000 GMT",564,0.11543131315481,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_58",31,"f","20191111T000000.000 GMT",21847,0.125835311834497,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_59",51,"m","20191201T000000.000 GMT",14310,0.148052713086275,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_60",34,"f","20200118T000000.000 GMT",45938,0.19041075628513,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_61",16,"f","20190614T230000.000 GMT",36355,0.311815083010539,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_62",26,"f","20191222T000000.000 GMT",34442,0.115586266331508,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_63",40,"m","20191106T000000.000 GMT",31406,0.248361523099278,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_64",72,"m","20200229T000000.000 GMT",36575,0.0995655788074042,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_65",18,"m","20191113T000000.000 GMT",7731,0.163655807864536,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_66",56,"f","20191223T000000.000 GMT",42818,0.0951927837245285,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_67",40,"f","20190812T230000.000 GMT",4415,0.10706681203838,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_68",48,"f","20190512T230000.000 GMT",29337,0.284327949987765,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_69",48,"f","20200414T230000.000 GMT",49573,0.0687013073781449,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_70",16,"f","20200420T230000.000 GMT",20323,0.0665775310429672,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_71",36,"m","20200326T000000.000 GMT",49857,0.137732802338428,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_72",45,"f","20200221T000000.000 GMT",9801,0.0812783162579055,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_73",68,"f","20190407T230000.000 GMT",24112,0.235755282249576,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_74",45,"f","20200807T230000.000 GMT",27147,0.0218239130359933,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_75",39,"f","20190907T230000.000 GMT",11867,0.118944127293635,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_76",47,"m","20200807T230000.000 GMT",4923,0.0276260400089548,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_77",19,"f","20190703T230000.000 GMT",34971,0.239512755478964,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_78",79,"m","20200430T230000.000 GMT",21462,0.0891475892019466,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_79",68,"m","20190629T230000.000 GMT",2798,0.221138510670656,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_80",42,"f","20191223T000000.000 GMT",7035,0.0679311169009646,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_81",41,"f","20190715T230000.000 GMT",33039,0.202867492138217,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_82",59,"m","20191011T230000.000 GMT",18927,0.231227606060324,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_83",29,"f","20200325T000000.000 GMT",24909,0.101022914203765,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_84",32,"f","20191114T000000.000 GMT",32874,0.130946868767609,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_85",49,"f","20200329T230000.000 GMT",29109,0.0924449176647154,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_86",23,"m","20200821T230000.000 GMT",33139,0.0539162259321199,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_87",24,"f","20200914T230000.000 GMT",46286,0.00942342827256562,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_88",59,"m","20190513T230000.000 GMT",35710,0.401182886459318,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_89",18,"f","20200212T000000.000 GMT",4752,0.105855943691954,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_90",28,"f","20200208T000000.000 GMT",21654,0.0802640385168807,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_91",49,"f","20190823T230000.000 GMT",44802,0.223484464279386,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_92",75,"m","20190722T230000.000 GMT",15343,0.249639285302412,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_93",48,"m","20201002T230000.000 GMT",40883,0.00237337740713532,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_94",34,"m","20200227T000000.000 GMT",4576,0.181732210765128,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_95",41,"f","20191011T230000.000 GMT",16255,0.130578355139477,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_96",37,"m","20191010T230000.000 GMT",11139,0.256838865478782,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_97",66,"m","20190520T230000.000 GMT",35984,0.339302719632349,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_98",17,"f","20190912T230000.000 GMT",1659,0.137538613112683,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_99",15,"f","20200528T230000.000 GMT",34490,0.0797016780348323,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_100",51,"f","20190507T230000.000 GMT",12495,0.170163522552875,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_101",36,"m","20190819T230000.000 GMT",2311,0.208033813209545,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_102",65,"m","20190408T230000.000 GMT",13754,0.345654371921594,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_103",46,"m","20190611T230000.000 GMT",39676,0.5212058775369,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_104",48,"m","20190825T230000.000 GMT",21914,0.310202621964281,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_105",42,"f","20191015T230000.000 GMT",49671,0.255095094470575,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_106",41,"f","20191215T000000.000 GMT",16995,0.13272794420261,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_107",27,"m","20200325T000000.000 GMT",23795,0.15855819566849,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_108",73,"f","20200925T230000.000 GMT",46768,0.00413391690855456,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_109",35,"m","20200803T230000.000 GMT",6162,0.0352341236955383,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_110",22,"m","20190721T230000.000 GMT",10377,0.370656672480987,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_111",58,"m","20190524T230000.000 GMT",44293,0.319108104986606,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_112",43,"m","20200803T230000.000 GMT",26337,0.0380728282316018,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_113",39,"m","20200318T000000.000 GMT",18810,0.145735498616249,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_114",24,"m","20200609T230000.000 GMT",41774,0.0943970622372076,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_115",38,"m","20191121T000000.000 GMT",21443,0.301139468675659,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_116",52,"m","20200426T230000.000 GMT",45777,0.167416859758728,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_117",34,"f","20190419T230000.000 GMT",2442,0.132931762335735,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_118",19,"m","20190521T230000.000 GMT",15728,0.359753172560395,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_119",28,"f","20200330T230000.000 GMT",11654,0.0622736328735999,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_120",38,"m","20190607T230000.000 GMT",46570,0.466348281747534,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_121",26,"f","20200312T000000.000 GMT",27873,0.0728740933101513,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_122",47,"m","20200712T230000.000 GMT",17816,0.0678934810929275,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_123",47,"f","20190710T230000.000 GMT",17898,0.214721304725663,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_124",37,"m","20200326T000000.000 GMT",31539,0.197429512112952,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_125",42,"m","20190807T230000.000 GMT",10365,0.252571417339282,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_126",36,"f","20200130T000000.000 GMT",10653,0.10141129882603,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_127",29,"m","20190517T230000.000 GMT",43521,0.49271430792098,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_128",24,"f","20200126T000000.000 GMT",17241,0.113146238365777,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_129",47,"f","20200629T230000.000 GMT",8206,0.0280699944088405,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_130",73,"m","20191120T000000.000 GMT",43122,0.298421145440945,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_131",70,"m","20200720T230000.000 GMT",26438,0.0492032501123354,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_132",73,"f","20191216T000000.000 GMT",38086,0.0899097432920149,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_133",78,"m","20200906T230000.000 GMT",23533,0.0182108853678724,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_134",25,"f","20200219T000000.000 GMT",448,0.0868155447169805,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_135",66,"m","20200306T000000.000 GMT",39375,0.14736414687002,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_136",52,"m","20200121T000000.000 GMT",4019,0.137582783378247,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_137",60,"m","20190523T230000.000 GMT",39712,0.416804920668424,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_138",58,"f","20190721T230000.000 GMT",18653,0.163557053002078,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_139",63,"f","20191126T000000.000 GMT",36216,0.100808965616945,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_140",38,"f","20191214T000000.000 GMT",44326,0.173933428463157,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_141",30,"f","20200702T230000.000 GMT",21073,0.0283513093273342,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_142",29,"m","20200603T230000.000 GMT",18779,0.0892706289823499,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_143",64,"f","20200418T230000.000 GMT",28125,0.0843739610324254,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_144",25,"m","20191229T000000.000 GMT",7508,0.179324139745542,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_145",46,"f","20191025T230000.000 GMT",21853,0.152543875928391,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_146",34,"m","20190701T230000.000 GMT",2309,0.234350394272915,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_147",53,"m","20190907T230000.000 GMT",44516,0.464085908186732,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_148",61,"f","20200314T000000.000 GMT",43288,0.112695356060824,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_149",39,"f","20191102T000000.000 GMT",8629,0.110042649364536,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_150",48,"m","20190709T230000.000 GMT",8136,0.244934104993501,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_151",59,"f","20200211T000000.000 GMT",678,0.0550232938970209,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_152",32,"f","20200502T230000.000 GMT",6214,0.0653967956666014,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_153",48,"m","20200807T230000.000 GMT",7495,0.0335367181370413,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_154",56,"f","20200521T230000.000 GMT",32756,0.0493832723648657,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_155",23,"f","20200620T230000.000 GMT",10909,0.0425831393611038,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_156",47,"m","20191204T000000.000 GMT",17543,0.185520486440297,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_157",32,"f","20190525T230000.000 GMT",7442,0.1344985886658,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_158",27,"f","20190427T230000.000 GMT",30224,0.313857352112906,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_159",52,"m","20190831T230000.000 GMT",14677,0.328869065193824,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_160",24,"f","20190602T230000.000 GMT",24525,0.275362079689284,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_161",56,"m","20190818T230000.000 GMT",19467,0.198116034487063,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_162",19,"m","20191216T000000.000 GMT",12745,0.187691958450063,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_163",32,"m","20200906T230000.000 GMT",13117,0.0212882623835538,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_164",64,"f","20190517T230000.000 GMT",12911,0.122409539326163,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_165",24,"f","20190721T230000.000 GMT",8293,0.126654264339985,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_166",58,"m","20200221T000000.000 GMT",43421,0.257540209550195,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_167",46,"f","20200117T000000.000 GMT",42205,0.132912208242099,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_168",26,"m","20190828T230000.000 GMT",43060,0.28078044229158,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_169",47,"f","20200927T230000.000 GMT",312,0.00231481152875821,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_170",71,"m","20190410T230000.000 GMT",2510,0.289065262443182,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_171",32,"f","20191009T230000.000 GMT",41331,0.167245650196724,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_172",52,"m","20200925T230000.000 GMT",28997,0.00914647298588686,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_173",22,"f","20191219T000000.000 GMT",4292,0.0809666302234248,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_174",80,"m","20200322T000000.000 GMT",26058,0.110720187867899,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_175",43,"f","20200311T000000.000 GMT",48277,0.103859890107743,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_176",47,"m","20200105T000000.000 GMT",42349,0.225755333530493,"Accept",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_177",16,"f","20200415T230000.000 GMT",339,0.0711621428130832,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_178",42,"m","20200817T230000.000 GMT",42902,0.0472708500160008,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_179",54,"f","20200328T000000.000 GMT",11061,0.0804636475005132,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_180",25,"f","20190414T230000.000 GMT",20365,0.290980273706261,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_181",43,"f","20200822T230000.000 GMT",41992,0.0163991629480546,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_182",57,"m","20200303T000000.000 GMT",842,0.122915043861535,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_183",49,"f","20200405T230000.000 GMT",49296,0.102785788219837,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_184",65,"f","20200810T230000.000 GMT",31334,0.0248468164222915,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_185",39,"f","20200619T230000.000 GMT",44616,0.0755093801463668,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_186",51,"f","20191127T000000.000 GMT",15543,0.0961830484908103,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_187",64,"f","20190627T230000.000 GMT",34906,0.182989651106771,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_188",23,"m","20200524T230000.000 GMT",34068,0.0934441571564061,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_189",42,"m","20191201T000000.000 GMT",22011,0.241667313809561,"Reject",TRUE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_190",20,"m","20200207T000000.000 GMT",6687,0.16850286714016,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_191",30,"m","20190905T230000.000 GMT",31721,0.464562088915879,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_192",31,"f","20200621T230000.000 GMT",5475,0.039399029642913,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_193",43,"m","20200908T230000.000 GMT",34623,0.0242839740839532,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_194",37,"f","20200114T000000.000 GMT",12151,0.0920523336327003,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_195",44,"m","20200702T230000.000 GMT",37057,0.088618902743712,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_196",57,"m","20191118T000000.000 GMT",47082,0.372830757045816,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_197",58,"f","20200620T230000.000 GMT",9383,0.0446679669218447,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_198",27,"m","20191106T000000.000 GMT",13461,0.224953449383102,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_199",45,"f","20200410T230000.000 GMT",8726,0.0747962843699031,"Reject",FALSE,"Mon Nov 5 16:00:00 CET 2018"
"Cust_200",26,"m","20190501T230000.000 GMT",47090,0.686109504635942,"Accept",FALSE,"Mon Nov 5 16:00:00 CET 2018"
