"pyBinResponseCountPercentage","pyContents","pyZRatio","pyModelID","pyRelativePositives","pyBinType","pyRelativeResponseCount","pyBinSymbol","pyPredictorName","pyBinPositivesPercentage","pyBinNegatives","pyBinNegativesPercentage","pyRelativeBinPositives","pyType","pyBinLowerBound","pyPerformance","pyPerformanceError","pyResponseCount","pyBinIndex","pyLift","pyBinUpperBound","pySnapshotTime","pxInsName","pyRelativeBinResponseCount","pyTotalBins","pxSaveDateTime","pyNegatives","pyPositives","pyEntryType","pyGroupIndex","pzInsKey","pyBinPositives","pyRelativeBinNegatives","pyRelativeNegatives","pyBinResponseCount","pxCommitDateTime"
6.68,"Range : [19.0, 63.0]",-14.57328,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[39.16, 44.12>","Age",0.83,218,13.92,0,"numeric","39.16","0.880122",3e-05,3504,7,0.123627,"44.12","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!7",0,13,"20190923T095923.031 GMT","1566.000000","1938.000000","Active","8","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!7",16,0,0,234,"20190923T095923.063 GMT"
9.42,"Range : [19.0, 63.0]",19.943016,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[44.12, 47.16>","Age",17.03,0,0,0,"numeric","44.12","0.880122",3e-05,3504,8,1.80805,"47.16","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!8",0,13,"20190923T095923.031 GMT","1566.000000","1938.000000","Active","8","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!8",330,0,0,330,"20190923T095923.063 GMT"
5.48,"Range : [19.0, 63.0]",6.914198,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[47.16, 49.08>","Age",7.74,42,2.68,0,"numeric","47.16","0.880122",3e-05,3504,9,1.412539,"49.08","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!9",0,13,"20190923T095923.031 GMT","1566.000000","1938.000000","Active","8","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!AGE!9",150,0,0,192,"20190923T095923.063 GMT"
0.88,"Range : [-4.11, 3.64]",-5.322791,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"<-3.42","Classifier",0.05,30,1.92,0,"numeric","-7.0","0.839688",4.7e-05,3504,1,0.058324,"-3.42","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!1",0,26,"20190923T095923.055 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!1",1,0,0,31,"20190923T095923.063 GMT"
1.14,"Range : [-4.11, 3.64]",-1.898891,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.2, -0.18>","Classifier",0.83,24,1.53,0,"numeric","-0.2","0.839688",4.7e-05,3504,10,0.72322,"-0.18","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!10",0,26,"20190923T095923.058 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!10",16,0,0,40,"20190923T095923.063 GMT"
1.11,"Range : [-4.11, 3.64]",-1.445156,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.18, -0.16>","Classifier",0.88,22,1.4,0,"numeric","-0.18","0.839688",4.7e-05,3504,11,0.788124,"-0.16","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!11",0,26,"20190923T095923.058 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!11",17,0,0,39,"20190923T095923.063 GMT"
6.11,"Range : [-4.11, 3.64]",-1.316913,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.16, -0.08>","Classifier",5.62,105,6.7,0,"numeric","-0.16","0.839688",4.7e-05,3504,12,0.920922,"-0.08","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!12",0,26,"20190923T095923.059 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!12",109,0,0,214,"20190923T095923.063 GMT"
3.37,"Range : [-4.11, 3.64]",-0.797238,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.08, -0.04>","Classifier",3.15,57,3.64,0,"numeric","-0.08","0.839688",4.7e-05,3504,13,0.93467,"-0.04","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!13",0,26,"20190923T095923.059 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!13",61,0,0,118,"20190923T095923.063 GMT"
1.8,"Range : [-4.11, 3.64]",1.077998,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.04, -0.02>","Classifier",2.01,24,1.53,0,"numeric","-0.04","0.839688",4.7e-05,3504,14,1.119269,"-0.02","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!14",0,26,"20190923T095923.059 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!14",39,0,0,63,"20190923T095923.063 GMT"
1.8,"Range : [-4.11, 3.64]",1.342148,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.02, 0.0>","Classifier",2.06,23,1.47,0,"numeric","-0.02","0.839688",4.7e-05,3504,15,1.147968,"0.0","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!15",0,26,"20190923T095923.060 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!15",40,0,0,63,"20190923T095923.063 GMT"
16.92,"Range : [-4.11, 3.64]",4.708714,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.0, 0.24>","Classifier",19.56,214,13.67,0,"numeric","0.0","0.839688",4.7e-05,3504,16,1.155566,"0.24","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!16",0,26,"20190923T095923.060 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!16",379,0,0,593,"20190923T095923.063 GMT"
1.37,"Range : [-4.11, 3.64]",1.328137,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.24, 0.26>","Classifier",1.6,17,1.09,0,"numeric","0.24","0.839688",4.7e-05,3504,17,1.167699,"0.26","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!17",0,26,"20190923T095923.060 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!17",31,0,0,48,"20190923T095923.063 GMT"
1.43,"Range : [-4.11, 3.64]",1.568062,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.26, 0.28>","Classifier",1.7,17,1.09,0,"numeric","0.26","0.839688",4.7e-05,3504,18,1.193313,"0.28","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!18",0,26,"20190923T095923.060 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!18",33,0,0,50,"20190923T095923.063 GMT"
1.28,"Range : [-4.11, 3.64]",3.212941,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.28, 0.3>","Classifier",1.81,10,0.64,0,"numeric","0.28","0.839688",4.7e-05,3504,19,1.406261,"0.3","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!19",0,26,"20190923T095923.061 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!19",35,0,0,45,"20190923T095923.063 GMT"
0.31,"Range : [-4.11, 3.64]",-2.824785,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-3.42, -3.02>","Classifier",0.05,10,0.64,0,"numeric","-3.42","0.839688",4.7e-05,3504,2,0.164368,"-3.02","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!2",0,26,"20190923T095923.055 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!2",1,0,0,11,"20190923T095923.063 GMT"
5.08,"Range : [-4.11, 3.64]",7.686651,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.3, 0.38>","Classifier",7.48,33,2.11,0,"numeric","0.3","0.839688",4.7e-05,3504,20,1.472849,"0.38","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!20",0,26,"20190923T095923.061 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!20",145,0,0,178,"20190923T095923.063 GMT"
1.66,"Range : [-4.11, 3.64]",4.829346,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.38, 0.4>","Classifier",2.53,9,0.57,0,"numeric","0.38","0.839688",4.7e-05,3504,21,1.52749,"0.4","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!21",0,26,"20190923T095923.061 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!21",49,0,0,58,"20190923T095923.063 GMT"
23.2,"Range : [-4.11, 3.64]",24.518005,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[0.4, 1.44>","Classifier",36.95,97,6.19,0,"numeric","0.4","0.839688",4.7e-05,3504,22,1.592329,"1.44","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!22",0,26,"20190923T095923.061 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!22",716,0,0,813,"20190923T095923.063 GMT"
0.34,"Range : [-4.11, 3.64]",2.764767,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[1.44, 1.56>","Classifier",0.57,1,0.06,0,"numeric","1.44","0.839688",4.7e-05,3504,23,1.657379,"1.56","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!23",0,26,"20190923T095923.062 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!23",11,0,0,12,"20190923T095923.063 GMT"
1.6,"Range : [-4.11, 3.64]",6.912857,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[1.56, 2.12>","Classifier",2.79,2,0.13,0,"numeric","1.56","0.839688",4.7e-05,3504,24,1.743476,"2.12","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!24",0,26,"20190923T095923.062 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!24",54,0,0,56,"20190923T095923.063 GMT"
1.31,"Range : [-4.11, 3.64]",6.4888,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[2.12, 8.98>","Classifier",2.32,1,0.06,0,"numeric","2.12","0.839688",4.7e-05,3504,25,1.768744,"8.98","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!25",0,26,"20190923T095923.062 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!25",45,0,0,46,"20190923T095923.063 GMT"
1.08,"Range : [-4.11, 3.64]",6.225753,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,">=8.98","Classifier",1.96,0,0,0,"numeric","8.98","0.839688",4.7e-05,3504,26,1.80805,"9.0","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!26",0,26,"20190923T095923.062 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!26",38,0,0,38,"20190923T095923.063 GMT"
20.41,"Range : [-4.11, 3.64]",-28.291104,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-3.02, -0.4>","Classifier",3.77,642,41,0,"numeric","-3.02","0.839688",4.7e-05,3504,3,0.184598,"-0.4","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!3",0,26,"20190923T095923.056 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!3",73,0,0,715,"20190923T095923.063 GMT"
0.77,"Range : [-4.11, 3.64]",-4.265303,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.4, -0.38>","Classifier",0.15,24,1.53,0,"numeric","-0.4","0.839688",4.7e-05,3504,4,0.200894,"-0.38","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!4",0,26,"20190923T095923.056 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!4",3,0,0,27,"20190923T095923.063 GMT"
0.71,"Range : [-4.11, 3.64]",-4.025641,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.38, -0.36>","Classifier",0.15,22,1.4,0,"numeric","-0.38","0.839688",4.7e-05,3504,5,0.216966,"-0.36","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!5",0,26,"20190923T095923.056 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!5",3,0,0,25,"20190923T095923.063 GMT"
2.03,"Range : [-4.11, 3.64]",-6.347277,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.36, -0.3>","Classifier",0.57,60,3.83,0,"numeric","-0.36","0.839688",4.7e-05,3504,6,0.28012,"-0.3","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!6",0,26,"20190923T095923.057 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!6",11,0,0,71,"20190923T095923.063 GMT"
1.54,"Range : [-4.11, 3.64]",-5.359325,"1c77d5bd-3d6b-5326-a4e1-fcdfdb9ff4b9",0,"EQUIBEHAVIOR",0,"[-0.3, -0.26>","Classifier",0.46,45,2.87,0,"numeric","-0.3","0.839688",4.7e-05,3504,7,0.301342,"-0.26","20190923T095858.060 GMT","1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!7",0,26,"20190923T095923.057 GMT","1566.000000","1938.000000","Classifier","0","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 1C77D5BD-3D6B-5326-A4E1-FCDFDB9FF4B9!20190923T095858.060 GMT!CLASSIFIER!7",9,0,0,54,"20190923T095923.063 GMT"
